fax_no,gifted_ind,mothertongue3_code,fifth_vp_name,postal_code,type_code,second_vp_name,first_vp_name,mainlevel_code,email_address,sap_ind,telephone_no_2,mrt_desc,bus_desc,third_vp_name,telephone_no,ip_ind,principal_name,mothertongue1_code,nature_code,fourth_vp_name,autonomous_ind,session_code,school_name,dgp_code,address,sixth_vp_name,mothertongue2_code,fax_no_2,zone_code,_id,url_address
6753 8864,No,Tamil,NULL,757622,GOVERNMENT SCHOOL,MDM HO JUN- LYNN,MISS TAN YIT PENG,PRIMARY,northoaks_ps@moe.edu.sg,No,na,Sembawang MRT,Bus number 962,NULL,6753 8835,No,"MR CHER TECK YIANG, LUKE MELVIN",Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,NORTHOAKS PRIMARY SCHOOL,SEMBAWANG,61   Sembawang Drive,NULL,Malay,na,NORTH,199,http://www.northoakspri.moe.edu.sg
62026491,No,Tamil,NULL,828671,GOVERNMENT SCHOOL,NULL,MDM GAN SER MIN,PRIMARY,northhshore_ps@moe.edu.sg,No,na,Puggol Point LRT Station,"84, 384",NULL,62026490,No,MDM LEE YEN PING CHRISTINE,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,NORTHSHORE PRIMARY SCHOOL,PUNGGOL,30   Northshore Drive,NULL,Malay,na,EAST,200,www.northshorepri.moe.edu.sg
67756910,No,Tamil,NULL,129957,SPECIALISED INDEPENDENT SCHOOL,MR CLIFTON KOH SIEW BOON,MR GOH HOCK LEONG,MIXED LEVELS,einstein@highsch.nus.edu.sg,No,na,Nearest MRT Stations - Clementi and Dover,"96, 97, 151, 183, 188, 189, 196, 197, 198",NULL,65161709,Yes,MDM SOH LAI LENG MAGDALEN,Chinese,CO-ED SCHOOL,NULL,No,FULL DAY,NUS HIGH SCHOOL OF MATHEMATICS AND SCIENCE,CLEMENTI,20   Clementi Avenue 1,NULL,Malay,na,WEST,201,www.nushigh.edu.sg
6320 9856,No,Tamil,NULL,828716,GOVERNMENT SCHOOL,MDM CHUT SHI LIN,MDM NG YIN SZE JOSEPHINE,PRIMARY,oasis_ps@moe.edu.sg,No,na,Damai LRT Station,"50, 386",NULL,6320 9855,No,MRS ONG-CHEW LU SEE,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,OASIS PRIMARY SCHOOL,PUNGGOL,71   Edgefield Plains,NULL,Malay,na,EAST,202,http://www.oasispri.moe.edu.sg/
67588770,No,Tamil,NULL,768454,GOVERNMENT SCHOOL,"MR WONG TIEN CHIEH, GLENN",MDM TEO MEI LIN YVONNE,SECONDARY,opss@moe.edu.sg,No,na,KHATIB MRT,811,NULL,67598547,No,MR SHAWAL BIN HUSSIN,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,ORCHID PARK SECONDARY SCHOOL,YISHUN,10   YISHUN STREET 81,NULL,Malay,na,NORTH,204,http://www.orchidparksec.moe.edu.sg
62352337,No,Tamil,NULL,168622,GOVERNMENT SCHOOL,MDM GUINIEVE YEO LI-LYN,MR LIM PANG CHUANG,SECONDARY,OSS@MOE.EDU.SG,No,na,"OUTRAM PARK MRT, CHINATOWN MRT","174 , 123, 16, 175, 195, 33, 5, 63, 75, 851, 970, 123, 186, 51, 64",NULL,67334077,No,MR BOO HIAN KOK,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,OUTRAM SECONDARY SCHOOL,CENTRAL,3    YORK HILL,NULL,Malay,na,SOUTH,205,http://www.outramsec.moe.edu.sg
68754150,No,na,NULL,544822,GOVERNMENT SCHOOL,NULL,MR LOH BIN,PRIMARY,palmview_ps@moe.edu.sg,No,na,Buangkok,"27,43,109,156,159,161,163,163M,550",NULL,65087300,No,MRS MING KUM,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,PALM VIEW PRIMARY SCHOOL,SENG KANG,150  Compassvale Bow,NULL,Malay,na,NORTH,206,http://www.palmviewpri.moe.edu.sg
65851401,No,Tamil,NULL,519524,GOVERNMENT SCHOOL,NULL,MDM HO FUI FONG,PRIMARY,PVPS@MOE.EDU.SG,No,na,Pasir Ris MRT Station,"358,39,53,81,89",NULL,65851421,No,MISS OH SEE MOEY,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,PARK VIEW PRIMARY SCHOOL,PASIR RIS,60   PASIR RIS DRIVE 1,NULL,Malay,na,EAST,207,http://www.parkviewpri.moe.edu.sg
65813226,No,Tamil,NULL,518934,GOVERNMENT SCHOOL,MR ASHRAF HYDER YUSOFF MANIAM,MR ADRIAN LEOW LIP BOON,SECONDARY,prcss@moe.edu.sg,No,na,PASIR RIS MRT,"358, 17, 81, 12, 3",NULL,65811655,No,MRS KOH CAIYU,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,PASIR RIS CREST SECONDARY SCHOOL,PASIR RIS,11   PASIR RIS STREET 41,NULL,Malay,na,EAST,208,http://www.prcss.moe.edu.sg
65828492,No,Tamil,NULL,518968,GOVERNMENT SCHOOL,NULL,MDM THILAGAMANI D/O T SIVANANDAM,PRIMARY,prps@moe.edu.sg,No,na,Pasir Ris MRT,"3,5,6,89",NULL,65822606,No,MR TAN KING MING,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,PASIR RIS PRIMARY SCHOOL,PASIR RIS,5    PASIR RIS STREET 21,NULL,Malay,na,EAST,209,http://www.pasirrispri.moe.edu.sg
65010900,No,Tamil,NULL,529400,GOVERNMENT SCHOOL,NULL,MR LIN PEI,SECONDARY,prss@moe.edu.sg,No,65010855,"TAMPINES MRT, TAMPINES EAST MRT,  TAMPINES WEST MRT","3, 4, 8, 10, 15, 18, 19, 20, 21, 22, 23, 27, 28, 29, 31, 37, 38, 39, 46, 65, 67, 68, 69, 72, 81, 127, 129, 168, 291, 292, 293, 298, 969",NULL,65010800,No,MDM GRACE TAN BEE SIM,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,PASIR RIS SECONDARY SCHOOL,TAMPINES,390  TAMPINES STREET 21,NULL,Malay,na,EAST,210,http://pasirrissec.moe.edu.sg
62803915,No,Tamil,NULL,536741,GOVERNMENT-AIDED SCH,NULL,MS GRACE TAY MENG HON,PRIMARY,PLMGPS@MOE.EDU.SG,No,na,"Kovan (NE13), Serangoon(NE12/CC13)","45, 53, 53M, 62, 113",NULL,62862795,No,MRS JOYCE ANG,Chinese,GIRLS' SCHOOL,NULL,No,SINGLE SESSION,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),HOUGANG,298  LORONG AH SOO,NULL,Malay,na,EAST,211,http://www.payalebarmethodistgirlspri.moe.edu.sg/
63820558,No,Tamil,NULL,536742,GOVERNMENT-AIDED SCH,NULL,MDM TAN MAY LIN SELINA,SECONDARY,plmgss@moe.edu.sg,No,na,"KOVAN MRT, SERANGOON MRT","45, 53, 53M, 62, 113",NULL,62816606,No,MRS QUEK LI GEK,Chinese,GIRLS' SCHOOL,NULL,Yes,SINGLE SESSION,PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),HOUGANG,296  LOR AH SOO,NULL,Malay,na,EAST,212,http://www.plmgss.moe.edu.sg
63538418,No,na,NULL,319320,GOVERNMENT-AIDED SCH,MISS SNG WAN XIAN,MISS ADELINE LEONG QINGHUA,PRIMARY,PCPS@MOE.EDU.SG,Yes,na,Toa Payoh MRT Station and Braddell MRT Station,"Bus Service 232, 57",NULL,63539450,No,MR LIM MENG WEI,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,PEI CHUN PUBLIC SCHOOL,TOA PAYOH,16   LORONG 7 TOA PAYOH,NULL,na,na,SOUTH,213,http://www.peichunpublic.moe.edu.sg
64621944,No,na,NULL,597610,GOVERNMENT-AIDED SCH,MDM YONG MING WOEI CHLOE,MRS JACQUELINE HIEW,PRIMARY,phpps@moe.edu.sg,Yes,64663797,Beauty World,"970, 852, 174, 173, 157, 77, 61",NULL,64663787,No,MRS ELSIE POEY,Chinese,CO-ED SCHOOL,NULL,No,DOUBLE SESSION,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,BUKIT TIMAH,7    PEI WAH AVENUE,NULL,na,na,WEST,214,http://www.peihwapresbyterianpri.moe.edu.sg/
63438326,No,Tamil,NULL,797702,GOVERNMENT SCHOOL,MRS MICHELLE WILLMAN,MR TAN CHER HUI PHILIP,SECONDARY,peihwasec@moe.edu.sg,No,na,"SENGKANG MRT, LAYAR LRT","50, 70, 86, 103, 163, 854",NULL,65009580,No,MDM YONG LI LING BELINDA,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,PEI HWA SECONDARY SCHOOL,SENG KANG,21   FERNVALE LINK,NULL,Malay,na,NORTH,215,http://www.peihwasec.moe.edu.sg
67789784,No,Tamil,NULL,129857,GOVERNMENT SCHOOL,NULL,MDM LIM WAI PING PATRICIA,PRIMARY,PTPS@MOE.EDU.SG,No,na,Clementi,"7, 184, 282",NULL,67775458,No,MRS NG- TEO SOCK HUA,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,PEI TONG PRIMARY SCHOOL,CLEMENTI,15   CLEMENTI AVENUE 5,NULL,Malay,na,SOUTH,216,http://www.peitongpri.moe.edu.sg/
62830480,No,Tamil,NULL,556094,GOVERNMENT SCHOOL,MR SHUE PEI YAN,MISS TAN LI PING,SECONDARY,peicai_ss@moe.edu.sg,No,na,SERANGOON MRT,"22, 24, 43, 53, 70, 76, 103, 109, 116, 147, 156, 315, 317, 853",NULL,62884159,No,MR LIM KOK HWA,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,PEICAI SECONDARY SCHOOL,SERANGOON,10   SERANGOON AVENUE 4,NULL,Malay,na,SOUTH,217,http://www.peicaisec.moe.edu.sg
64576448,No,Tamil,NULL,575566,GOVERNMENT SCHOOL,MS NG BOON MIN,MRS NG MONG KHENG,SECONDARY,PEIRCE_SS@MOE.EDU.SG,No,na,"ANG MO KIO MRT, BISHAN MRT, MARYMOUNT MRT, BRIGHT HILL MRT (target opening in Q3, 2021)","52, 132, 162, 163, 165, 166, 167, 410, 855, 980",NULL,64576454,No,MDM BETTY CHANG,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,PEIRCE SECONDARY SCHOOL,BISHAN,10   SIN MING WALK,NULL,Malay,na,SOUTH,218,http://www.peircesec.moe.edu.sg
67558802,No,Tamil,NULL,768687,GOVERNMENT SCHOOL,NULL,MR ABDUL RANI BIN IDRIS,PRIMARY,peiying_ps@moe.edu.sg,No,na,Khatib,"851, 852, 853, 854, 855",NULL,62575684,No,MDM WONG WEI YONG,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,PEIYING PRIMARY SCHOOL,YISHUN,651  YISHUN RING ROAD,NULL,Malay,na,NORTH,219,http://www.peiyingpri.moe.edu.sg
64442731,No,Tamil,NULL,468980,GOVERNMENT SCHOOL,NULL,MR CHEONG HUEI LEONARD,SECONDARY,pyss@moe.edu.sg,No,na,BEDOK MRT,"26, 222, 222B, 2, 7, 24, 25, 28, 30, 30E, 32, 33, 40, 67, 229, 854, 60, 87",NULL,64489580,No,MR ANG CHEE SENG,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,PING YI SECONDARY SCHOOL,BEDOK,61   CHAI CHEE STREET,NULL,Malay,na,EAST,220,http://pingyisec.moe.edu.sg
67933974,No,Tamil,NULL,649076,GOVERNMENT SCHOOL,MDM CHOO SIEW HONG,MR TAN HOCK CHYE CHARLES,PRIMARY,pioneer_ps@moe.edu.sg,No,na,Boon Lay Station,243,NULL,67932397,No,MDM LOKE WAI LING,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,PIONEER PRIMARY SCHOOL,JURONG WEST,23   JURONG WEST STREET 81,NULL,Malay,na,WEST,221,http://www.pioneerpri.moe.edu.sg
67857198,No,na,NULL,529067,GOVERNMENT-AIDED SCH,MS TAN SEOK KUAN,MDM PEH TAN WEE,PRIMARY,contact@poiching.moe.edu.sg,Yes,na,Tampines MRT,"Bus 293, 72, 27 and 168",NULL,67856420,No,MDM CHUA YE LING,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,POI CHING SCHOOL,TAMPINES,21   TAMPINES STREET 71,NULL,na,na,EAST,222,http://www.poiching.moe.edu.sg
64543430,No,Tamil,NULL,569845,GOVERNMENT-AIDED SCH,NULL,MISS YEW MEI FOONG SARAH,SECONDARY,presbyterian@moe.edu.sg,No,na,YIO CHU KANG MRT,"45, 70, 70M, 71, 76, 86, 668, 851, 851e, 852, 853",NULL,64543722,No,MR OWYONG TUCK SING VICTOR,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,PRESBYTERIAN HIGH SCHOOL,ANG MO KIO,5209 ANG MO KIO AVENUE 6,NULL,Malay,na,SOUTH,223,http://www.presbyterian.moe.edu.sg
65637859,No,Tamil,NULL,659163,GOVERNMENT SCHOOL,MR LEE FOOK LOONG EUGENE,MISS NGIAM WEE HENG,PRIMARY,PEPS@MOE.EDU.SG,No,na,Bukit Batok MRT Station,"Bus 174, 157, 178, 66, 941",NULL,65655111,No,MDM MOLIAH BINTE HASHIM,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,PRINCESS ELIZABETH PRIMARY SCHOOL,BUKIT BATOK,30   BUKIT BATOK WEST AVENUE 3,NULL,Malay,na,WEST,224,http://www.princesselizabethpri.moe.edu.sg
63857261,No,Tamil,NULL,828674,GOVERNMENT SCHOOL,MR WAN IMRAN BIN MOHAMED WOOJDY,MISS THIA HWEI LING SHARON,PRIMARY,punggolcove_ps@moe.edu.sg,No,na,Nibong LRT Station,"382W, 84",NULL,63857339,No,"MR YAP SWEE BENG, DENNIS",Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,PUNGGOL COVE PRIMARY SCHOOL,PUNGGOL,52   Sumang Walk,NULL,Malay,na,EAST,225,https://punggolcovepri.moe.edu.sg/
65383210,No,Tamil,NULL,828772,GOVERNMENT SCHOOL,DR LEE KOK SONK,MISS TAN HUILING CHERYL,PRIMARY,admin_punggolgreen_ps@moe.edu.sg,No,na,Punggol MRT Station,na,NULL,65383011,No,MR HANAFI B ASMORE,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,PUNGGOL GREEN PRIMARY SCHOOL,PUNGGOL,98   Punggol Walk,NULL,Malay,na,EAST,226,http://www.punggolgreenpri.moe.edu.sg
63877793,No,Tamil,NULL,538787,GOVERNMENT SCHOOL,NULL,MISS KAREN YAW LI LING,PRIMARY,punggol_ps@moe.edu.sg,No,na,"Hougang, Buangkok",62 74 88 113 147 325,NULL,63850762,No,MISS CHEW TOCK LEE,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,PUNGGOL PRIMARY SCHOOL,HOUGANG,61   HOUGANG AVENUE 8,NULL,Malay,na,SOUTH,227,http://www.punggolpri.moe.edu.sg/
64897859,No,Tamil,NULL,828870,GOVERNMENT SCHOOL,MR VINCENT LEE WEI YEE,MR ANITH KUMAR S/O NADESAN,SECONDARY,PUNGGOL_SS@MOE.EDU.SG,No,na,"PUNGGOL MRT, COVE LRT","3, 34, 62, 82, 83, 85, 136, 965, 386",NULL,64897851,No,MS TOH ENG BENG ANGELINE,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,PUNGGOL SECONDARY SCHOOL,PUNGGOL,51   EDGEFIELD PLAINS,NULL,Malay,na,NORTH,228,http://www.punggolsec.moe.edu.sg
6570 3680,No,Tamil,NULL,828845,GOVERNMENT SCHOOL,MR GOH ZENSEN,MDM SHARIFAH SAMIRAH BTE SYED MOHAMAD,PRIMARY,punggolview_ps@moe.edu.sg,No,na,Punggol MRT Station,50 382,NULL,6570 1588,No,DR ANG WEK CHENG,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,PUNGGOL VIEW PRIMARY SCHOOL,PUNGGOL,9    Punggol Place,NULL,Malay,na,EAST,229,http://www.punggolviewpri.moe.edu.sg
67761485,No,Tamil,NULL,128104,GOVERNMENT SCHOOL,MR WONG WOEN LONG,"MDM CHAN SIN LI, CINDY",PRIMARY,QIFA_PS@MOE.EDU.SG,No,na,Clementi MRT Station,"30,51,78,143,285,655",NULL,67783085,No,MRS CATHERINE CHIANG,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,QIFA PRIMARY SCHOOL,CLEMENTI,50   WEST COAST AVENUE,NULL,Malay,na,WEST,230,http://www.qifapri.moe.edu.sg
62693114,No,Tamil,NULL,738525,GOVERNMENT SCHOOL,MR GOH GIAM HWEE (WU JIANHUI),MR FOO CHUAN KAI,PRIMARY,QIHUA_PS@MOE.EDU.SG,No,na,Woodlands MRT Station,"911, 900",NULL,62696250,No,MRS LEE HUI FENG,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,QIHUA PRIMARY SCHOOL,WOODLANDS,5    WOODLANDS STREET 81,NULL,Malay,na,NORTH,231,http://www.qihuapri.moe.edu.sg
64713640,No,Tamil,NULL,149303,GOVERNMENT SCHOOL,NULL,MR ATRAJU S/O KANAN RAMDAS,PRIMARY,qtps@moe.edu.sg,No,na,Queenstown MRT,"32, 111, 145, 195",NULL,64741044,No,MISS NG POR JOO PEARLY,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,QUEENSTOWN PRIMARY SCHOOL,QUEENSTOWN,310  MARGARET DR,NULL,Malay,na,SOUTH,232,http://www.queenstownpri.moe.edu.sg
64741295,No,Tamil,NULL,148800,GOVERNMENT SCHOOL,MRS YUE-CHANG TECK HUI,MR CHUA PUAY WEE ERIC,SECONDARY,qtss@moe.edu.sg,No,na,"REDHILL MRT, QUEENSTOWN MRT","33, 51, 64, 111, 120, 139, 145, 186, 970",NULL,64741055,No,MDM RASIDAH BTE RAHIM,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,QUEENSTOWN SECONDARY SCHOOL,QUEENSTOWN,1    STRATHMORE ROAD,NULL,Malay,na,SOUTH,233,http://www.queenstownsec.moe.edu.sg
64741302,No,Tamil,NULL,149295,GOVERNMENT SCHOOL,MR LOH KAR WAI JAY,MR NG HOCK SOON,SECONDARY,QSS@moe.edu.sg,No,na,"COMMONWEALTH MRT, QUEENSTOWN MRT","32, 51, 93, 100, 105, 111, 122, 123, 145, 147, 153, 186, 195, 196, 198, 855, 961, 970",NULL,64741421,No,"MR TAN CHONG TZE, PETER",Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,QUEENSWAY SECONDARY SCHOOL,QUEENSTOWN,2A   MARGARET DRIVE,NULL,Malay,na,SOUTH,234,http://www.queenswaysec.moe.edu.sg
62763083,No,Tamil,NULL,99840,GOVERNMENT SCHOOL,NULL,MRS LINDA TAN,PRIMARY,rmps@moe.edu.sg,No,na,Tiong Bahru MRT HarbourFront MRT,"SBS 123, 131, 275 SBS 65",NULL,62733937,No,MR MUHAMMAD FARIZAL BIN UMAR EFFE,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,RADIN MAS PRIMARY SCHOOL,BUKIT MERAH,1    BUKIT PURMEI AVENUE,NULL,Malay,na,SOUTH,235,http://www.radinmasps.moe.edu.sg
64692024,Yes,Tamil,NULL,289072,GOVERNMENT SCHOOL,MISS KONG SU MAY,MISS CHEN MEI CHUEN,PRIMARY,RGPS@MOE.EDU.SG,No,na,TAN KAH KEE MRT STATION,"66, 67, 74, 151, 154, 156, 157, 170, 171, 174, 852, 961",NULL,64684377,No,MRS YUE YOKE MUN NEE WAI,Chinese,GIRLS' SCHOOL,NULL,No,SINGLE SESSION,RAFFLES GIRLS' PRIMARY SCHOOL,BUKIT TIMAH,21   Hillcrest Road,NULL,Malay,na,SOUTH,236,http://www.rafflesgirlspri.moe.edu.sg
62353731,Yes,Tamil,NULL,318871,INDEPENDENT SCHOOL,MS TAN HWEE MIAN MAY,MS CHIN JEN FU,SECONDARY,RGSS@MOE.EDU.SG,No,na,"BRADDELL MRT, CALDECOTT MRT","59, 93, 129, 156, 157, 163, 231, 232, 235",MRS MARY CHERIYAN,67371845,Yes,MDM HASLINDA BTE ZAMANI,Chinese,GIRLS' SCHOOL,NULL,No,SINGLE SESSION,RAFFLES GIRLS' SCHOOL (SECONDARY),CENTRAL,2    BRADDELL RISE,NULL,Malay,na,SOUTH,237,http://www.rgs.edu.sg
64199238,Yes,Tamil,MRS REAVLEY MUNN YE,575954,INDEPENDENT SCHOOL,MR EDWARD NG,MDM THOR POH SIN THERESA,MIXED LEVELS,comms@ri.edu.sg,No,na,"BISHAN MRT, MARYMOUNT MRT","410,13,50,52,53,54,55,56,57,58,59,71,74,88,93,128,130,132,156,157,162,163,165,166,167,851,852,855,980",MR CHEN ZIYANG,64199242,Yes,MR YEO KOK PENG FREDERICK,Chinese,CO-ED SCHOOL,MR ANG PENG SIONG BRIAN LAGMAN,No,SINGLE SESSION,RAFFLES INSTITUTION,BISHAN,1    RAFFLES INSTITUTION LANE,MS NG MEI SZE,Malay,na,SOUTH,238,http://www.ri.edu.sg
62448391,No,na,NULL,469719,GOVERNMENT-AIDED SCH,MDM ESTHER E TZY KWEI,MS ANGELA GOH BEE LIAN,PRIMARY,REDSWASTIKA@MOE.EDU.SG,Yes,na,Bedok Reservoir MRT,"Bus 14, 17, 28, 46, 66, 67, 69, 222, 228",NULL,64430380,No,MS JESSIE LIM CHIEN CHIN,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,RED SWASTIKA SCHOOL,BEDOK,350  BEDOK NORTH AVENUE 3,NULL,na,na,EAST,239,http://www.redswastika.moe.edu.sg
67653413,No,Tamil,NULL,689621,GOVERNMENT SCHOOL,NULL,MRS TANG HUAY JIUAN PATRINE,SECONDARY,REGENT_SS@MOE.EDU.SG,No,na,"YEW TEE MRT, CHOA CHU KANG MRT","307, 160, 170, 178, 925, 927, 960, 961, 979",NULL,67653828,No,MR LEONG KOK KEE,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,REGENT SECONDARY SCHOOL,CHOA CHU KANG,50   CHOA CHU KANG NORTH 5,NULL,Malay,na,WEST,240,http://regentsec.moe.edu.sg
65677351,No,na,NULL,649961,GOVERNMENT SCHOOL,MR KWOK YING LIANG,MR LAU WAI CHI ALVIN,MIXED LEVELS,RVHS@MOE.EDU.SG,Yes,na,"BOON LAY MRT, LAKESIDE MRT","99, 157, 172, 174, 174E, 198, 240, 502, 974, NR5","MR LIM PENG YUAN, ANDY",65678115,Yes,MRS TEO KHIN HIANG NEE LEE WAI TAI,Chinese,CO-ED SCHOOL,NULL,Yes,SINGLE SESSION,RIVER VALLEY HIGH SCHOOL,JURONG WEST,6    BOON LAY AVENUE,NULL,na,na,WEST,241,https://rivervalleyhigh.moe.edu.sg/
67321951,No,Tamil,NULL,237993,GOVERNMENT SCHOOL,DR AUDREY KOH CHOUK ENG,MR PHANG ENG POH,PRIMARY,rvps@moe.edu.sg,No,na,Somerset MRT,"5, 16, 32, 54, 65, 75, 175, 970",NULL,67371785,No,MDM WONG LI PENG,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,RIVER VALLEY PRIMARY SCHOOL,CENTRAL,2    RIVER VALLEY GREEN,NULL,Malay,na,SOUTH,242,http://www.rivervalleypri.moe.edu.sg
63654460,No,Tamil,NULL,737803,GOVERNMENT SCHOOL,MRS RANUKA PALANIVELU,MDM KHOO PHAIK HOON REGINA,PRIMARY,riverside_ps@moe.edu.sg,No,na,Admiralty MRT Station,Bus No 913 and Bus No 964,NULL,63654490,No,MR TAN CHOON KHENG,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,RIVERSIDE PRIMARY SCHOOL,WOODLANDS,110  Woodlands Crescent,NULL,Malay,na,NORTH,243,http://www.riversidepri.moe.edu.sg
63683677,No,Tamil,NULL,738524,GOVERNMENT SCHOOL,MDM LINDA YEO SOCK KHOON,MR DERICK WONG TECK FATT,SECONDARY,RIVERSIDE_SS@MOE.EDU.SG,No,na,WOODLANDS MRT,"858, 900, 911, 913, 964, 962, 965, 969, 169, 903",NULL,62699631,No,MISS THAM YOKE CHUN,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,RIVERSIDE SECONDARY SCHOOL,WOODLANDS,3    WOODLANDS STREET 81,NULL,Malay,na,NORTH,244,http://www.riversidesec.moe.edu.sg
63887449,No,Tamil,NULL,545092,GOVERNMENT SCHOOL,NULL,MR KNG WEE BENG,PRIMARY,RIVERVALE_PS@MOE.EDU.SG,No,na,Nearest LRT Station : Rumbia,"Bus Service 86, 371.",NULL,63887450,No,MISS RADHA D/O G SUBRAMANIAM,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,RIVERVALE PRIMARY SCHOOL,SENG KANG,80   RIVERVALE DRIVE,NULL,Malay,na,NORTH,245,http://www.rivervalepri.moe.edu.sg/
64831102,Yes,Tamil,NULL,555855,GOVERNMENT SCHOOL,MS POH HWEE THING,MR CHIEW JING WEN,PRIMARY,rosyth_sch@schools.gov.sg,No,na,"Ang Mo Kio, Serangoon","73, 315, 116",NULL,64812273,No,MDM ELIS TAN LEE CHING,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,ROSYTH SCHOOL,SERANGOON,21   Serangoon North Avenue 4,NULL,Malay,na,NORTH,246,https://www.rosyth.moe.edu.sg
65632382,No,Tamil,NULL,649295,GOVERNMENT SCHOOL,DR CHOONG PEK LAN,MISS NG MEI YUN,PRIMARY,RULANG_PS@MOE.EDU.SG,No,na,Lakeside,SBS 335,NULL,65657771,No,MS TRACY TAN I- LIAN,Chinese,CO-ED SCHOOL,NULL,No,DOUBLE SESSION,RULANG PRIMARY SCHOOL,JURONG WEST,6    JURONG WEST STREET 52,NULL,Malay,na,WEST,247,http://www.rulangpri.moe.edu.sg/
(65) 68720856,No,Tamil,NULL,138572,SPECIALISED INDEPENDENT SCHOOL,NULL,MRS CHEW EU JIN NEE LIM WAI LEE,SECONDARY,contactus@sst.edu.sg,No,na,Dover,"14, 74, 105, 106, 147, 166, 185",NULL,(65) 65717200,No,MRS LINDA CHAN,Chinese,CO-ED SCHOOL,NULL,No,FULL DAY,"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",CLEMENTI,1    Technology Drive,NULL,Malay,na,WEST,248,http://www.sst.edu.sg
6338 9763,No,Tamil,NULL,227968,SPECIALISED INDEPENDENT SCHOOL,MS KHOO MEI LING AMY,MR HO KOK SUN KEVIN,MIXED LEVELS,enquiries@sota.edu.sg,No,6342 5857,Dhoby Ghaut,"7, 14, 16, 36, 64, 65, 77, 106, 111, 124, 128, 131, 147, 162, 166, 167, 171, 174, 175, 190, 502, 518, 700, 857,",MISS PAULINE ANN TAN POH LING,6338 9663,No,MDM WONG YEE MIN MARY,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,"SCHOOL OF THE ARTS, SINGAPORE",CENTRAL,1    Zubir Said Drive,NULL,Malay,na,SOUTH,249,http://www.sota.edu.sg/
67560367,No,Tamil,NULL,757715,GOVERNMENT SCHOOL,NULL,MDM LIM SIEW CHENG CINDY,PRIMARY,SEMBAWANG_PS@MOE.EDU.SG,No,na,Sembawang MRT (6 to 8-minute walk),"656, 859, 962, 980",NULL,67567330,No,MRS GRACE CHUA,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,SEMBAWANG PRIMARY SCHOOL,SEMBAWANG,10   SEMBAWANG DRIVE,NULL,Malay,na,NORTH,250,http://www.sembawangpri.moe.edu.sg
